objectno;objectuid;objectname;year;month;day;externalid;drivingevents_avg_severity;drivingevents_braking_avg_severity;drivingevents_braking_count;drivingevents_count;drivingevents_forward_avg_severity;drivingevents_forward_count;drivingevents_steering_avg_severity;drivingevents_steering_count;ecostats_co2emission;ecostats_fuelusage;ecostats_idletime;ecostats_overrevvingtime;ecostats_wastedfuel;optidrive_indicator;optidrive_indicator_driving;optidrive_indicator_fuel;optidrive_indicator_idling;optidrive_indicator_speeding;orders_cancelled;orders_completed;orders_ontime;speedingevents_avg_violation;speedingevents_count;speedingevents_speedingtime;tripstats_count;tripstats_drivingtime;tripstats_mileage;tripstats_mileagebusiness;tripstats_mileageprivate;tripstats_usagetime;idVehiculo
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;29;;1.632;1.94;5;22;;;1.541;17;0;0;2436;10232;;0.651;0.354;1.0;0.185;0.629;;;;0.061;7;540;6;19912;193485;193485;0;87044;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;30;;1.65;1.1;1;20;;;1.679;19;0;0;1905;11488;;0.653;0.369;1.0;0.249;0.564;;;;0.065;13;900;9;21860;234130;234130;0;86279;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;31;;2.1;;;14;;;2.1;14;0;0;2439;11503;;0.645;0.331;1.0;0.204;0.554;;;;0.057;16;1140;8;22220;234420;234420;0;86186;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;1;;1.933;1.75;6;18;;;2.025;12;0;0;2766;10832;;0.65;0.328;1.0;0.185;0.56;;;;0.066;11;943;9;22634;236920;236920;0;88375;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;2;;1.65;1.925;4;12;;;1.513;8;0;0;2580;10411;;0.661;0.431;1.0;0.203;0.56;;;;0.066;15;980;9;23325;245435;245435;0;87393;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;3;;1.57;1.46;5;23;;;1.6;18;0;0;937;11567;;0.669;0.38;1.0;0.428;0.453;;;;0.08;18;1781;8;23515;257330;257330;0;86791;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;4;;1.77;1.3;1;10;;;1.822;9;0;0;3796;7504;;0.674;0.399;1.0;0.103;0.74;;;;0.072;2;110;10;18187;172300;172300;0;84729;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;5;;1.0;;;3;;;1.0;3;0;0;2408;5085;;0.69;0.763;1.0;0.108;0.535;;;;0.071;7;560;4;11942;134475;134475;0;87890;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;6;;1.637;1.32;5;18;3.3;1;1.631;13;0;0;6042;12716;;0.627;0.409;1.0;0.08;0.507;;;;0.057;18;1755;9;24236;260485;260485;0;85384;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;7;;1.625;1.755;11;24;;;1.515;13;0;0;1742;10622;;0.664;0.36;1.0;0.275;0.536;;;;0.07;15;1070;6;22756;233435;233435;0;49634;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;8;;1.388;1.52;5;17;;;1.333;12;0;0;2312;11371;;0.666;0.459;1.0;0.222;0.555;;;;0.063;12;1061;4;23139;235730;235730;0;50986;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;9;;1.492;1.48;5;13;;;1.5;8;0;0;3599;11302;;0.654;0.46;1.0;0.146;0.526;;;;0.069;15;1194;8;23168;236810;236810;0;65312;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;10;;1.831;2.075;4;29;;;1.792;25;0;0;2154;11212;;0.635;0.305;1.0;0.232;0.451;;;;0.088;16;1564;5;22785;250765;250765;0;45006;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;11;;1.694;1.82;5;17;;;1.642;12;0;0;2122;10354;;0.643;0.364;1.0;0.208;0.552;;;;0.084;9;670;7;19677;192580;192580;0;63580;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;12;;1.682;1.233;3;22;;;1.753;19;0;0;3946;11180;;0.636;0.352;1.0;0.124;0.545;;;;0.057;14;1198;7;21927;235040;235040;0;89375;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;13;;2.34;1.7;1;5;;;2.5;4;0;0;2584;4676;;0.631;0.339;1.0;0.089;0.541;;;;0.071;7;500;6;11118;123360;123360;0;59947;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;14;;1.586;;;7;;;1.586;7;0;0;3705;4746;;0.633;0.417;1.0;0.04;0.506;;;;0.071;9;620;6;10606;119485;119485;0;88846;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;15;;1.786;1.744;9;59;;;1.794;50;0;0;10604;11754;;0.597;0.265;1.0;0.011;0.517;;;;0.069;18;1290;9;23495;249700;249700;0;74890;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;16;;1.267;1.2;3;18;;;1.28;15;0;0;2369;10745;;0.659;0.489;1.0;0.206;0.504;;;;0.072;18;1260;5;21809;231490;231490;0;64465;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;17;;1.675;;;12;;;1.675;12;0;0;1289;10572;;0.671;0.425;1.0;0.347;0.48;;;;0.076;17;1523;6;23172;250875;250875;0;87027;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;18;;1.873;3.9;1;11;;;1.67;10;0;0;1034;7507;;0.679;0.368;1.0;0.338;0.628;;;;0.069;7;420;7;17911;157635;157635;0;49448;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;19;;2.118;2.833;9;33;;;1.85;24;0;0;4547;11220;;0.628;0.252;1.0;0.117;0.564;;;;0.065;12;1000;6;24047;257475;257475;0;87522;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;20;;1.6;1.867;3;31;;;1.571;28;0;0;1351;12004;;0.652;0.346;1.0;0.337;0.474;;;;0.077;19;1561;8;23318;249865;249865;0;86702;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;21;;1.693;1.1;1;27;;;1.715;26;0;0;4584;11603;;0.633;0.338;1.0;0.109;0.568;;;;0.057;15;1050;10;22934;245000;245000;0;74512;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;22;;2.625;;;4;;;2.625;4;0;0;729;971;;0.629;0.198;1.0;0.071;0.706;;;;0.047;1;50;6;2727;33605;33605;0;56258;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;23;;1.785;1.667;9;65;;;1.804;56;0;0;971;11480;;0.651;0.259;1.0;0.401;0.51;;;;0.073;16;1200;7;21819;242600;242600;0;88018;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;24;;1.607;1.067;3;14;;;1.755;11;0;0;1373;9072;;0.663;0.404;1.0;0.298;0.506;;;;0.077;14;1050;7;19937;196365;196365;0;84850;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;25;;1.566;1.771;14;29;;;1.373;15;0;0;1302;9156;;0.668;0.349;1.0;0.316;0.596;;;;0.084;8;490;6;20494;192750;192750;0;81641;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;26;;1.648;1.7;6;23;;;1.629;17;0;0;3109;11565;;0.643;0.363;1.0;0.172;0.557;;;;0.073;12;910;7;23479;246315;246315;0;88975;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;27;;1.573;1.529;7;15;;;1.613;8;0;0;2103;10601;;0.655;0.416;1.0;0.232;0.544;;;;0.067;15;1040;5;22244;222675;222675;0;52792;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;28;;1.243;1.35;2;7;;;1.2;5;0;0;2737;9458;;0.693;0.595;1.0;0.176;0.622;;;;0.062;10;596;6;21280;204890;204890;0;89437;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;29;;1.694;1.35;6;63;;;1.73;57;0;0;1895;10855;;0.631;0.274;1.0;0.236;0.518;;;;0.077;14;990;7;20364;220845;220845;0;52317;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;30;;1.536;1.8;14;47;;;1.424;33;0;0;2293;11997;;0.634;0.328;1.0;0.216;0.505;;;;0.076;18;1210;8;22225;237460;237460;0;65853;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;7;31;;1.618;1.84;5;28;;;1.57;23;0;0;1339;11843;;0.648;0.349;1.0;0.341;0.43;;;;0.08;23;2113;7;23499;263900;263900;0;87487;1-83646-19686C3111;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;1;;1.067;;;6;;;1.067;6;116923;44124;7617;2709;6677;0.662;0.651;0.887;0.0;0.605;;;;0.111;3;181;6;12952;32506;32506;0;25131;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;5;;;;;;;;;;4407;1664;1650;11;1089;0.702;1.0;0.0;0.0;1.0;;;;;;;1;58;369;369;0;125;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;6;;1.817;2.025;4;12;;;1.713;8;135006;50949;8185;6376;11613;0.583;0.342;0.79;0.0;0.534;;;;0.1;5;430;11;13908;36270;36270;0;36133;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;7;;1.843;;;7;;;1.843;7;109052;41154;7115;1615;8577;0.542;0.366;0.501;0.0;0.463;;;;0.133;4;380;6;10785;26152;26152;0;41126;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;8;;1.1;;;1;;;1.1;1;107529;40579;10951;2175;14379;0.666;0.79;0.753;0.0;0.732;;;;0.033;2;201;7;10092;28361;28361;0;37511;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;9;;1.735;2.217;6;17;;;1.473;11;110989;41885;5662;2329;6861;0.582;0.312;0.884;0.0;0.449;;;;0.125;4;490;7;11347;30928;30928;0;24385;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;10;;1.4;;;1;;;1.4;1;107165;40441;8195;1591;6751;0.623;0.702;0.558;0.0;0.502;;;;0.142;4;281;4;12054;26212;26212;0;24519;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;12;;1.5;1.1;1;6;;;1.58;5;106615;40234;10607;2947;14048;0.577;0.428;0.922;0.0;0.384;;;;0.096;8;852;5;8306;30132;30132;0;26450;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;13;;1.08;;;5;;;1.08;5;90653;34210;6007;2447;4515;0.667;0.661;1.0;0.003;0.513;;;;0.167;2;190;6;12367;30984;30984;0;48581;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;14;;;;;;;;;;106212;40083;14514;2816;23109;0.575;1.0;0.197;0.0;0.417;;;;0.108;4;400;6;5965;22888;22888;0;33370;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;15;;1.386;1.65;2;7;;;1.28;5;114192;43097;5828;2212;8135;0.595;0.478;0.724;0.0;0.459;;;;0.167;3;280;7;11192;29683;29683;0;24722;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;16;;;;;;;;;;1154;436;;;;1.0;1.0;1.0;1.0;1.0;;;;;;;2;44;412;412;0;26503;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;17;;1.214;1.35;2;7;;;1.16;5;102758;38779;5391;2533;8088;0.531;0.516;0.393;0.0;0.393;;;;0.178;3;340;8;9096;23798;23798;0;41757;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;19;;1.475;;;4;;;1.475;4;129396;48830;9935;2198;13262;0.566;0.525;0.426;0.0;0.469;;;;0.142;4;380;3;12420;30151;30151;0;26099;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;20;;;;;;;;;;12239;4632;373;891;376;0.672;1.0;1.0;0.025;0.33;;;;0.1;1;140;1;931;6211;6211;0;1749;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;26;;;;;;;;;;700;265;;;;0.896;1.0;0.973;1.0;1.0;;;;;;;1;122;;;;1539;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;27;;1.48;1.5;1;4;2.0;1;1.3;3;37802;14270;5852;2243;4696;0.576;0.414;1.0;0.0;0.318;;;;0.133;3;320;7;3024;19505;19505;0;40896;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;28;;1.567;;;3;;;1.567;3;116224;43860;5635;6268;5776;0.558;0.533;0.413;0.002;0.433;;;;0.144;3;450;7;11510;26983;26983;0;24610;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;29;;2.65;1.8;1;2;;;3.5;1;121949;46020;7039;11325;4401;0.605;0.457;0.604;0.001;0.556;;;;0.1;4;370;3;14247;30459;30459;0;25018;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;9;30;;1.6;1.6;1;12;;;1.6;11;104682;39504;5374;2700;4033;0.631;0.384;1.0;0.028;0.551;;;;0.092;4;420;7;13813;33223;33223;0;41676;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;1;;;;;;;;;;58331;22013;5748;1285;4294;0.701;1.0;1.0;0.0;0.59;;;;0.1;1;110;4;5651;16908;16908;0;26236;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;2;;1.467;1.367;3;15;;;1.492;12;138151;52134;10283;7464;12690;0.614;0.393;0.889;0.0;0.59;;;;0.067;3;430;4;12996;37067;37067;0;34300;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;3;;1.9;;;3;;;1.9;3;102933;38844;7297;12061;6583;0.622;0.452;1.0;0.0;0.394;;;;0.104;8;850;6;10121;33958;33958;0;43151;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;4;;1.575;;;4;;;1.575;4;106343;40130;9659;14764;8822;0.667;0.507;1.0;0.0;0.583;;;;0.05;4;590;3;12740;32345;32345;0;25382;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;5;;2.4;1.7;1;2;;;3.1;1;113462;42817;6193;2056;6158;0.711;0.473;0.84;0.01;1.0;;;;;;;5;13600;30334;30334;0;44951;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;6;;1.967;1.8;1;3;;;2.05;2;101686;38373;8916;1595;7679;0.68;0.477;0.884;0.0;0.715;;;;0.067;1;140;3;13462;27486;27486;0;53255;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;8;;1.533;1.1;1;12;;;1.573;11;119325;45032;9116;15066;9458;0.572;0.396;0.486;0.0;0.514;;;;0.117;4;390;6;13420;27540;27540;0;34628;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;9;;1.463;1.643;7;16;;;1.322;9;138281;52185;5935;6525;7515;0.632;0.399;0.91;0.029;0.673;;;;0.033;5;496;8;15372;37911;37911;0;36193;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;10;;2.1;2.0;1;5;;;2.125;4;107752;40665;2896;14494;2748;0.714;0.392;1.0;0.096;1.0;;;;;;;8;13190;34364;34364;0;30687;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;11;;1.325;1.4;1;4;;;1.3;3;112986;42639;4336;2817;3705;0.681;0.594;1.0;0.057;0.65;;;;0.1;2;150;7;14437;33197;33197;0;24891;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;12;;2.411;1.55;4;9;;;3.1;5;104823;39558;3982;2221;3809;0.621;0.285;1.0;0.055;0.506;;;;0.111;3;430;10;12967;31221;31221;0;39680;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;13;;1.878;3.05;2;9;;;1.543;7;85302;32191;7029;2588;5726;0.589;0.322;1.0;0.0;0.449;;;;0.11;7;560;5;10800;32529;32529;0;42966;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;15;;1.645;;;11;;;1.645;11;91106;34383;4959;2637;5711;0.619;0.363;1.0;0.014;0.545;;;;0.1;4;320;7;11289;29841;29841;0;21733;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;16;;2.28;2.733;3;10;;;2.086;7;139600;52681;6250;5496;10098;0.66;0.309;1.0;0.026;0.835;;;;0.033;1;90;7;15841;41752;41752;0;34198;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;17;;1.967;1.8;1;6;;;2.0;5;117529;44353;6096;3561;6496;0.654;0.392;1.0;0.012;0.694;;;;0.056;3;230;8;13594;35911;35911;0;51084;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;18;;1.65;1.75;2;16;;;1.636;14;115282;43505;5588;12427;6648;0.641;0.339;1.0;0.014;0.617;;;;0.092;4;220;8;12624;33976;33976;0;37386;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;19;;1.55;1.6;1;4;;;1.533;3;108610;40986;4607;6934;4080;0.665;0.511;0.905;0.036;0.659;;;;0.058;4;280;6;12745;30831;30831;0;54261;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;20;;;;;;;;;;15;6;;;;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;22;;;;;;;;;;4196;1584;1173;27;733;0.698;1.0;0.0;0.0;1.0;;;;;;;2;171;154;154;0;16610;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;23;;1.557;1.8;1;7;;;1.517;6;102386;38640;7904;5771;11450;0.624;0.397;0.967;0.0;0.625;;;;0.056;3;260;9;8556;29727;29727;0;35674;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;24;;1.5;;;5;;;1.5;5;112517;42461;7406;14323;6626;0.635;0.481;0.603;0.0;0.749;;;;0.033;3;200;6;11785;28134;28134;0;24860;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;25;;1.271;;;7;;;1.271;7;101653;38361;6389;2343;8056;0.624;0.507;0.931;0.0;0.534;;;;0.108;4;290;6;10482;29189;29189;0;47776;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;26;;1.94;;;5;;;1.94;5;90043;33981;6608;3337;5659;0.579;0.375;0.62;0.0;0.664;;;;0.067;2;170;4;9558;22785;22785;0;19036;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;27;;;;;;;;;;2580;975;1190;;767;0.727;1.0;0.0;0.0;1.0;;;;;;;3;94;270;270;0;31771;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;29;;1.517;;;6;;;1.517;6;127542;48131;6731;1783;9885;0.515;0.468;0.0;0.0;0.515;;;;0.122;3;320;7;11898;24617;24617;0;24829;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;30;;1.385;;;13;;;1.385;13;161471;60935;9749;2813;10681;0.508;0.438;0.203;0.0;0.52;;;;0.133;3;320;7;14410;34945;34945;0;53048;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;8;31;;1.508;1.8;1;13;;;1.483;12;105329;39751;3821;3175;4263;0.609;0.378;1.0;0.037;0.437;;;;0.122;6;520;10;10673;31994;31994;0;53150;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;1;;;;;;;;;;2297;867;;2;;0.867;1.0;0.0;1.0;1.0;;;;;;;3;197;51;51;0;34750;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;2;;;;;;;;;;0;0;1360;;783;0.867;1.0;1.0;0.0;1.0;;;;;;;3;185;;;;575;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;4;;;;;;;;;;14825;5595;4864;1;5127;0.733;1.0;0.0;0.0;1.0;;;;;;;1;67;636;636;0;637;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;5;;;;;;;;;;133875;50522;13744;7273;14626;0.69;1.0;1.0;0.0;0.461;;;;0.09;7;700;7;11497;41441;41441;0;37880;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;6;;;;;;;;;;115384;43542;9323;10824;6995;0.761;1.0;0.778;0.0;1.0;;;;;;;6;11580;30324;30324;0;25512;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;7;;;;;;;;;;123110;46458;3632;12624;4478;0.738;1.0;0.545;0.061;1.0;;;;;;;6;12445;29549;29549;0;43074;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;8;;;;;;;;;;132763;50101;4081;13000;5143;0.669;1.0;0.477;0.05;0.63;;;;0.133;1;80;7;12696;30910;30910;0;45174;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;9;;;;;;;;;;96697;36491;4067;2765;6842;0.609;1.0;0.46;0.01;0.453;;;;0.117;4;410;6;8869;22150;22150;0;18929;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;11;;;;;;;;;;126731;47825;9749;1819;9454;0.593;1.0;0.14;0.0;0.544;;;;0.133;2;230;8;12709;25817;25817;0;29407;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;12;;;;;;;;;;160916;60725;7279;11452;10740;0.698;1.0;0.564;0.008;0.801;;;;0.033;2;150;10;15641;37838;37838;0;41959;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;13;;;;;;;;;;129241;48772;5645;11961;5124;0.636;1.0;0.34;0.0;0.537;;;;0.15;2;160;8;10538;27757;27757;0;49525;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;14;;;;;;;;;;139509;52647;4346;2175;6164;0.573;1.0;0.058;0.04;0.409;;;;0.158;4;500;7;12389;27248;27248;0;38737;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;15;;;;;;;;;;131331;49561;4633;2654;4665;0.691;1.0;0.683;0.038;0.665;;;;0.067;2;230;6;13050;31709;31709;0;41444;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;16;;;;;;;;;;130994;49433;5380;2743;10310;0.58;1.0;0.09;0.001;0.503;;;;0.133;1;280;4;10859;25498;25498;0;44273;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;18;;;;;;;;;;133884;50524;8650;3663;10174;0.678;1.0;1.0;0.0;0.435;;;;0.167;5;420;10;13830;36651;36651;0;34394;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;19;;;;;;;;;;45642;17225;5713;3072;3379;0.66;1.0;1.0;0.0;0.372;;;;0.2;2;150;4;4216;20547;20547;0;12423;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;20;;;;;;;;;;13124;4953;659;611;420;0.62;1.0;1.0;0.0;0.127;;;;0.183;2;240;1;767;5911;5911;0;1545;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;25;;;;;;;;;;0;0;;;;1.0;1.0;1.0;1.0;1.0;;;;;;;1;6;;;;102;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;26;;;;;;;;;;6612;2496;482;411;331;0.636;1.0;1.0;0.0;0.203;;;;0.167;1;120;2;642;3795;3795;0;19741;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;27;;;;;;;;;;111237;41978;8274;1622;11851;0.614;1.0;0.388;0.0;0.445;;;;0.133;2;400;7;9913;24329;24329;0;32525;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;28;;;;;;;;;;110929;41866;3238;2504;3796;0.751;1.0;0.945;0.083;0.774;;;;0.017;2;280;9;13311;29850;29850;0;32692;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;29;;1.35;;;4;;;1.35;4;123060;46440;4756;2982;4211;0.644;0.59;1.0;0.048;0.474;;;;0.1;5;710;10;14560;38489;38489;0;48310;1-83646-2998996E60;
4222;1-83646-2998996E60;SCHMIDT CLEANGO 50;2016;7;30;;1.591;;;11;;;1.591;11;101790;38413;4891;1671;8213;0.526;0.357;0.506;0.0;0.391;;;;0.15;2;460;8;9165;23476;23476;0;45748;1-83646-2998996E60;
4216;1-83646-9594911FAD;RAVO 540 CD;2016;9;1;;2.24;1.863;8;15;;;2.671;7;86641;32697;6601;4552;8069;0.604;0.238;1.0;0.0;0.482;;;;0.109;5;420;6;10260;34145;34145;0;23792;1-83646-9594911FAD;
4216;1-83646-9594911FAD;RAVO 540 CD;2016;9;2;;1.965;1.533;3;17;;;2.057;14;80209;30271;8100;10997;9866;0.665;0.255;1.0;0.0;1.0;;;;;;;8;9098;28752;28752;0;36973;1-83646-9594911FAD;
4216;1-83646-9594911FAD;RAVO 540 CD;2016;9;3;;2.11;1.983;6;10;;;2.3;4;71347;26925;7228;9022;6254;0.691;0.266;1.0;0.0;1.0;;;;;;;4;8046;22278;22278;0;41408;1-83646-9594911FAD;
4216;1-83646-9594911FAD;RAVO 540 CD;2016;9;4;;2.275;;;4;;;2.275;4;83073;31349;6291;3869;5316;0.709;0.386;1.0;0.0;1.0;;;;;;;4;11788;26031;26031;0;27166;1-83646-9594911FAD;
4216;1-83646-9594911FAD;RAVO 540 CD;2016;9;5;;1.913;2.0;4;8;;;1.825;4;76344;28811;4631;1507;4856;0.666;0.329;1.0;0.003;1.0;;;;;;;4;9558;22098;22098;0;21734;1-83646-9594911FAD;
